,Unnamed: 0,distance_subway
6286,25673,87
6287,25674,482
6288,25675,87
6289,25676,482
6290,25677,87
6291,25678,482
6292,25679,87
6293,25682,482
6294,25683,87
6295,25684,482
6296,25685,87
6297,25686,482
6298,25687,87
6299,25688,482
6300,25689,87
6301,25690,482
6302,25691,87
6303,25692,482
6304,25693,87
6305,25694,482
6306,25695,87
6307,25696,482
6308,25697,87
6309,25698,482
6310,25699,87
6311,25700,482
6312,25702,482
6313,25703,87
6314,25704,482
6315,25705,87
6316,25706,482
6317,25707,87
6318,25708,482
6319,25709,87
6320,25712,482
6321,25713,87
6322,25715,482
6323,25716,482
6324,25717,482
6325,25718,87
6326,25719,482
6327,25720,482
6328,25721,87
6329,25722,1728
6330,25723,482
6331,25724,482
6332,25725,87
6333,25726,482
6334,25727,482
6335,25728,87
6336,25729,482
6337,25730,482
6338,25731,482
6339,25732,482
6340,25733,482
6341,25734,482
6342,25735,482
6343,25736,482
6344,25737,482
6345,25738,482
6346,25739,482
6347,25740,482
6348,25741,482
6349,25742,482
6350,25743,94
6351,25744,2711
6352,25745,482
6353,25746,482
6354,25747,116
6355,25748,482
6356,25749,482
6357,25750,482
6358,25751,482
6359,25752,482
6360,25753,482
6361,25755,482
6362,25756,482
6363,25757,482
6364,25758,482
6365,25762,482
6366,25763,87
6367,25764,87
6368,25765,482
6369,25766,3030
6370,25768,482
6371,25770,482
6372,25771,482
6373,25772,87
6374,25773,482
6375,25774,87
6376,25775,482
6377,25776,87
6378,25777,482
6379,25780,87
6380,25781,482
6381,25782,87
6382,25783,482
6383,25784,482
6384,25785,482
6385,25786,87
6386,25787,482
6387,25788,598
6388,25789,482
6389,25790,87
6390,25791,482
6391,25792,87
6392,25793,482
6393,25794,482
6394,25795,87
6395,25797,87
6396,25799,482
6397,25800,87
6398,25801,482
6399,25802,482
6400,25803,87
6401,25804,87
6402,25805,261
6403,25806,3945
6404,25809,482
6405,25810,482
6406,25811,87
6407,25812,482
6408,25813,87
6409,25814,87
6410,25815,482
6411,25816,482
6413,25823,87
6414,25824,482
6415,25825,87
6416,25826,482
6417,25827,87
6418,25828,482
6419,25829,87
6420,25830,482
6421,25832,87
6422,25833,482
6423,25834,87
6424,25835,482
6425,25836,87
6426,25837,482
6427,25839,87
6428,25840,482
6429,25841,87
6430,25842,482
6431,25843,87
6432,25844,482
6433,25845,87
6434,25846,482
6435,25847,87
6436,25848,482
6437,25850,231
6438,25852,87
6439,25853,482
6440,25854,482
6441,25855,482
6442,25856,87
6443,25858,87
6444,25859,482
6445,25860,482
6446,25861,87
6447,25862,244
6448,25864,87
6449,25865,482
6450,25866,482
6451,25867,87
6452,25868,482
6453,25871,87
6454,25872,482
6455,25873,482
6456,25874,87
6457,25875,482
6458,25876,87
6459,25877,482
6460,25879,482
6461,25880,87
6462,25881,482
6463,25882,482
6464,25883,482
6465,25884,482
6466,25885,87
6467,25886,482
6468,25887,87
6469,25888,482
6470,25889,87
6471,25894,87
6472,25895,482
6473,25896,482
6474,25897,482
6475,25898,482
6476,25899,87
6477,25900,482
6478,25901,482
6479,25902,87
6480,25903,482
6481,25904,482
6482,25905,87
6483,25906,482
6484,25907,482
6485,25908,87
6486,25909,482
6487,25910,482
6488,25911,87
6489,25912,87
6490,25913,482
6491,25914,408
6492,25915,87
6493,25916,482
6495,25918,87
6496,25919,482
6497,25920,87
6498,25921,482
6499,25922,87
6500,25923,87
6501,25924,482
6502,25925,87
6503,25926,482
6504,25927,87
6505,25928,482
6506,25929,87
6507,25930,482
6508,25931,87
6509,25932,482
6510,25933,482
6511,25934,87
6512,25935,482
6513,25936,300
6514,25937,300
6515,25938,87
6516,25939,482
6517,25940,482
6518,25941,87
6519,25944,87
6520,25945,482
6521,25948,482
6522,25949,482
6523,25951,482
6524,25952,87
6525,25953,482
6526,25954,87
6527,25955,87
6528,25959,482
6529,25960,87
6530,25961,5824
6531,25962,87
6532,25963,482
6533,25964,244
6534,25965,482
6535,25970,482
6536,25971,87
6537,25972,5824
6538,25975,309
6539,25976,87
6540,25978,482
6541,25979,87
6542,25980,309
6543,25983,482
6544,25984,87
6545,25987,482
6546,25988,87
6547,25989,87
6548,25990,482
6549,25991,346
6550,25992,87
6551,25993,482
6552,25994,482
6553,25997,293
6555,26001,482
6556,26002,482
6557,26003,482
6558,26006,87
6559,26007,87
6560,26008,482
6561,26009,482
6562,26010,482
6563,26011,87
6564,26012,482
6565,26013,87
6566,26014,87
6567,26015,482
6568,26016,482
6569,26017,482
6570,26018,87
6571,26019,482
6572,26020,87
6573,26024,482
6574,26025,482
6575,26026,482
6576,26027,87
6577,26028,482
6578,26029,2828
6580,26031,87
6581,26032,482
6582,26033,482
6583,26034,87
6584,26035,482
6585,26037,482
6586,26038,482
6587,26039,87
6588,26040,482
6589,26041,87
6590,26042,482
6591,26043,482
6592,26044,482
6593,26045,2965
6595,26047,482
6596,26048,87
6597,26049,482
6598,26053,87
6599,26054,482
6600,26055,482
6601,26056,482
6602,26057,482
6603,26058,87
6604,26059,482
6605,26064,482
6606,26065,482
6607,26067,482
6608,26071,87
6609,26072,482
6610,26073,350
6611,26074,482
6612,26082,522
6613,26083,87
6614,26084,482
6615,26085,482
6616,26086,87
6617,26087,482
6618,26089,87
6619,26090,482
6620,26091,482
6621,26093,429
6622,26100,2962
6623,26101,482
6624,26102,482
6625,26103,482
6627,26105,5824
6628,26107,87
6629,26108,482
6630,26109,87
6631,26110,482
6632,26111,87
6633,26112,482
6634,26113,350
6635,26114,350
6636,26115,350
6637,26116,87
6638,26117,482
6639,26118,87
6640,26119,482
6641,26120,87
6642,26121,482
6643,26122,482
6644,26123,87
6645,26124,482
6646,26125,1244
6647,26126,1244
6648,26127,87
6649,26129,482
6650,26130,482
6651,26131,482
6652,26132,482
6653,26133,87
6654,26134,482
6655,26136,300
6656,26143,482
6657,26144,482
6658,26145,87
6659,26146,482
6660,26148,482
6661,26149,87
6662,26150,87
6663,26151,482
6664,26152,482
6665,26153,482
6666,26154,482
6667,26155,482
6668,26156,87
6669,26159,482
6670,26160,87
6671,26161,87
6672,26162,482
6673,26163,482
6674,26164,482
6675,26165,87
6676,26166,482
6677,26172,87
6678,26173,482
6679,26174,87
6680,26175,1728
6681,26176,482
6682,26177,87
6683,26178,482
6684,26179,482
6685,26180,87
6686,26181,482
6687,26182,482
6688,26183,87
6689,26184,482
6690,26185,482
6691,26186,87
6692,26187,482
6693,26188,482
6694,26189,87
6695,26190,482
6696,26191,87
6697,26192,482
6698,26193,482
6699,26194,87
6700,26195,482
6701,26196,482
6702,26197,634
6703,26198,522
6704,26199,350
6705,26200,5824
6706,26200,5824
6707,26201,482
6708,26202,87
6709,26203,482
6710,26204,482
6711,26206,482
6712,26207,87
6713,26208,482
6714,26209,482
6715,26210,87
6716,26211,87
6717,26212,482
6718,26213,482
6719,26214,482
6720,26215,482
6721,26216,87
6722,26220,482
6723,26221,87
6724,26222,482
6725,26223,87
6726,26224,482
6727,26231,482
6728,26232,482
6729,26233,482
6730,26234,87
6731,26235,482
6732,26236,482
6733,26237,482
6734,26238,87
6735,26239,87
6736,26241,482
6737,26242,482
6738,26243,87
6739,26244,87
6740,26245,482
6741,26246,482
6742,26248,482
6743,26249,87
6744,26250,87
6745,26251,87
6746,26252,482
6747,26253,482
6748,26254,87
6749,26255,482
6750,26256,482
6751,26259,87
6752,26260,482
6753,26261,87
6754,26262,482
6755,26263,87
6756,26264,482
6757,26265,589
6758,26266,1513
6759,26266,1513
6760,26268,482
6761,26269,87
6762,26270,87
6763,26272,3119
6764,26273,482
6765,26274,87
6766,26275,482
6767,26276,482
6768,26277,87
6769,26278,482
6770,26279,482
6771,26280,87
6772,26281,87
6773,26283,482
6774,26284,87
6775,26285,482
6776,26286,482
6777,26287,87
6778,26288,482
6779,26290,482
6780,26291,87
6781,26292,87
6782,26293,482
6783,26294,87
6784,26295,1728
6786,26298,482
6787,26299,87
6789,26301,482
6790,26302,87
6791,26303,482
6792,26304,87
6793,26305,482
6794,26306,87
6795,26307,482
6796,26309,482
6797,26310,87
6799,26312,482
6800,26313,87
6801,26314,482
6802,26315,87
6803,26318,482
6804,26319,87
6805,26320,482
6806,26321,207
6807,26322,482
6809,26324,482
6810,26325,87
6811,26326,482
6812,26327,87
6813,26329,482
6814,26330,87
6815,26331,482
6816,26332,726
6817,26333,482
6818,26334,482
6820,26337,3564
6821,26338,482
6822,26339,87
6823,26340,482
6824,26341,482
6825,26342,87
6826,26343,482
6827,26344,2244
6828,26345,482
6829,26346,87
6831,26348,482
6832,26349,87
6833,26350,482
6835,26354,66
6836,26357,482
6837,26358,87
6838,26359,482
6839,26361,482
6840,26362,87
6842,26367,482
6843,26368,87
6844,26369,482
6845,26370,482
6846,26371,87
6847,26372,482
6848,26373,482
6849,26374,482
6850,26375,482
6851,26378,482
6852,26379,87
6853,26380,482
6854,26381,698
6855,26382,482
6856,26383,482
6857,26384,482
6859,26386,482
6860,26387,87
6861,26388,482
6862,26389,482
6863,26390,482
6864,26391,482
6866,26394,482
6867,26395,482
6868,26396,87
6869,26397,482
6871,26399,482
6872,26400,482
6873,26401,482
6874,26402,482
6875,26403,340
6876,26404,2834
6877,26405,482
6878,26406,87
6879,26407,482
6880,26408,370
6881,26409,231
6882,26410,231
6883,26411,370
6884,26412,589
6886,26417,194
6887,26418,194
6888,26419,482
6889,26420,87
6890,26421,87
6891,26422,482
6893,26424,482
6894,26425,482
6895,26426,482
6898,26430,194
6899,26431,194
6900,26432,482
6902,26434,482
6903,26435,87
6904,26436,482
6905,26437,482
6906,26438,482
6908,26440,482
6909,26441,87
6910,26442,482
6911,26444,194
6912,26445,87
6913,26446,482
6914,26447,482
6915,26448,482
6917,26456,244
6919,26458,482
6920,26459,482
6921,26460,482
6922,26461,482
6923,26464,114
6924,26465,482
6925,26466,482
6927,26468,194
6928,26469,482
6929,26470,87
6930,26471,482
6931,26472,482
6932,26473,482
6933,26474,482
6935,26476,482
6936,26477,482
6937,26478,286
6938,26480,711
6939,26481,532
6940,26482,482
6941,26483,482
6943,26485,482
6944,26486,87
6945,26487,482
6946,26489,482
6947,26492,72
6948,26500,482
6949,26501,87
6950,26502,279
6951,26503,196
6952,26504,482
6953,26505,87
6954,26506,87
6956,26508,87
6957,26509,482
6958,26510,244
6959,26511,72
6960,26512,87
6961,26514,280
6962,26515,280
6963,26516,244
6964,26517,482
6965,26518,482
6966,26519,244
6967,26520,87
6968,26521,72
6969,26522,244
6970,26523,482
6971,26524,196
6972,26525,482
6973,26526,482
6974,26527,482
6975,26528,482
6976,26529,114
6977,26530,482
6978,26531,482
6979,26534,1103
6980,26538,482
6981,26539,244
6986,26548,244
6987,26549,482
6988,26550,482
6989,26551,114
6990,26552,482
6991,26553,346
6992,26554,365
6993,26555,194
6994,26556,279
6995,26565,346
6996,26566,279
6997,26574,346
6998,26575,424
6999,26577,194
7000,26580,424
7001,26581,194
7002,26582,194
7003,26583,224
7004,26584,3003
7005,26586,310
7006,26588,194
7007,26589,194
7008,26590,194
7009,26591,279
7010,26592,5824
7011,26594,194
7012,26595,113
7013,26597,194
7014,26598,424
7015,26599,194
7016,26600,279
7017,26601,279
7018,26602,346
7019,26603,424
7020,26604,194
7021,26605,424
7022,26606,194
7023,26607,194
7024,26608,224
7025,26609,194
7026,26610,194
7027,26611,194
7028,26612,279
7029,26613,194
7030,26614,113
7031,26616,194
7032,26617,424
7033,26618,154
7034,26620,194
7035,26622,3302
7036,26623,194
7038,26625,194
7039,26626,5824
7040,26629,346
7041,26630,424
7042,26631,224
7043,26632,194
7044,26633,194
7045,26634,279
7046,26635,194
7047,26637,194
7048,26638,421
7049,26649,194
7050,26660,279
7051,26684,194
7052,26685,421
7053,26687,194
7054,26693,113
7055,26694,395
7056,26695,194
7057,26696,3000
7059,26699,677
7060,26700,5625
7061,26701,194
7062,26702,113
7063,26703,279
7064,26704,194
7065,26705,194
7066,26706,421
7067,26707,113
7068,26708,346
7069,26711,194
7070,26712,343
7071,26715,194
7072,26717,241
7073,26722,293
7074,26723,194
7075,26724,346
7076,26725,194
7077,26726,421
7078,26727,194
7079,26732,194
7080,26735,194
7081,26745,519
7082,26746,300
7083,26752,194
7084,26756,194
7085,26762,279
7086,26766,338
7087,26767,198
7088,26768,372
7089,26770,231
7090,26771,194
7091,26772,421
7092,26774,337
7093,26775,194
7094,26777,262
7095,26779,194
7096,26780,482
7097,26782,113
7098,26783,754
7099,26785,803
7100,26786,803
7102,26791,114
7103,26795,2204
7104,26797,114
7105,26798,425
7106,26803,480
7107,26805,114
7109,26807,180
7110,26808,280
7111,26810,194
7113,26816,365
7114,26820,101
7115,26821,711
7116,26822,2957
7117,26828,297
7118,26832,798
7119,26836,655
7120,26843,5824
7121,26844,582
7122,26845,321
7123,26864,251
7124,26865,261
7125,26870,237
7126,26871,255
7127,26876,755
7128,26878,368
7129,26885,170
7131,26892,214
7133,26896,167
7134,26897,3429
7135,26898,380
7136,26899,543
7137,26916,3465
7138,26917,421
7139,26928,379
7140,26929,379
7141,26930,379
7142,26931,154
7143,26932,154
7144,26933,154
7145,26934,1808
7146,26935,1808
7147,26936,1808
7148,26937,1808
7149,26938,4202
7150,26940,736
7151,26944,387
7152,26945,1210
7154,26950,187
7155,26955,330
7156,26962,3899
7157,26963,704
7158,26964,3928
7159,26968,557
7160,26969,304
7162,26980,382
7163,26984,710
7164,27006,3097
7165,27046,4211
7166,27048,2797
7167,27049,4568
7168,27050,476
7169,27053,138
7170,27054,358
7171,27055,519
7173,27075,58
7175,27102,4745
7176,27103,5281
7178,27112,351
7180,27116,166
7182,27125,701
7183,27126,69
7184,27128,876
7185,27129,1851
7186,27130,1162
7187,27131,376
7188,27132,206
7189,27134,356
7190,27135,3861
7191,27136,3348
7192,27155,1815
7193,27156,382
7194,27157,382
7195,27160,382
7196,27162,244
7197,27167,382
7198,27168,417
7199,27169,1773
7200,27172,265
7201,27173,159
7202,27178,391
7203,27182,1559
7204,27189,527
7205,27190,5409
7206,27201,58
7207,27202,1812
7208,27202,1812
7210,27204,1812
7211,27204,1812
7212,27205,177
7213,27218,899
7214,27228,358
7216,27238,4664
7217,27239,240
7218,27240,811
7219,27241,698
7220,27270,1186
7221,27271,218
7222,27272,199
7223,27273,218
7224,27274,218
7225,27275,1186
7226,27276,942
7227,27276,942
7228,27277,204
7229,27278,195
7230,27279,1186
7231,27280,1186
7232,27281,222
7233,27282,232
7234,27283,51
7235,27284,421
7236,27285,226
7237,27287,205
7238,27288,214
7239,27289,198
7240,27290,182
7241,27291,209
7242,27292,213
7243,27299,218
7244,27300,218
7246,27302,532
7248,27308,376
7249,27309,656
7250,27310,656
7251,27311,2801
7252,27312,322
7253,27315,1361
7254,27316,59
7255,27317,205
7256,27319,2415
7257,27321,279
7258,27341,1214
7259,27342,678
7260,27343,1240
7261,27344,2981
7262,27345,759
7263,27346,759
7264,27347,759
7265,27348,759
7266,27371,396
7267,27378,92
7268,27395,259
7269,27396,606
7270,27397,244
7271,27409,465
7272,27412,238
7274,27496,1121
7275,27497,3182
7276,27498,1989
7277,27513,489
7279,27534,266
7280,27536,340
7281,27538,343
7282,27539,97
7283,27540,448
7284,27541,390
7285,27542,617
7286,27543,536
7287,27544,792
7288,27545,2621
7289,27546,215
7290,27547,3145
7291,27553,350
7292,27554,751
7293,27555,1430
7294,27559,550
7295,27564,160
7296,27572,328
7298,27582,825
7299,27585,91
7300,27586,1159
7301,27587,1159
7302,27589,4739
7303,27591,994
7304,27592,1159
7305,27593,1159
7306,27594,1159
7307,27595,25
7308,27596,502
7309,27597,1159
7311,27599,1159
7312,27600,1159
7313,27601,1159
7314,27602,1159
7315,27604,1159
7316,27605,1159
7317,27606,1159
7318,27607,360
7319,27609,360
7320,27613,15
7321,27615,426
7327,27642,710
7328,27660,320
7329,27675,466
7330,27676,431
7331,27689,1587
7332,27728,1024
7333,27729,2966
7334,27741,458
7335,27743,1010
7336,27745,264
7340,27759,2246
7341,27760,473
7342,27762,502
7343,27763,431
7344,27764,118
7345,27766,185
7346,27767,210
7347,27768,985
7348,27770,410
7349,27775,125
7350,27776,3147
7351,27778,562
7352,27779,202
7353,27780,155
7354,27781,350
7356,27783,51
7357,27786,390
7359,27789,985
7364,27795,265
7369,27801,1837
7370,27802,288
7372,27804,928
7373,27806,743
7374,27807,217
7375,27811,174
7376,27815,1121
7377,27818,112
7378,27819,521
7379,27820,521
7383,27869,365
7384,27878,349
7385,27891,1105
7387,27901,111
7388,27902,187
7389,27903,256
7390,27908,441
7391,27909,441
7392,27910,441
7393,27911,441
7394,27917,310
7395,27918,311
7397,27920,331
7398,27921,197
7399,27922,250
7400,27923,132
7401,27925,423
7402,27926,258
7403,27937,752
7404,27944,444
7405,27945,511
7406,27957,1087
7408,27960,856
7409,27961,201
7410,27964,4244
7411,27975,234
7412,27979,289
7413,27983,244
7414,27994,534
7415,27998,798
7416,28000,362
7417,28001,334
7418,28013,481
7420,28023,305
7421,28026,302
7422,28028,371
7423,28031,183
7424,28033,816
7425,28034,816
7426,28056,1194
7427,28056,1194
7428,28061,142
7429,28062,142
7430,28066,1122
7431,28067,182
7432,28068,241
7433,28069,1122
7434,28070,722
7435,28071,722
7436,28072,722
7437,28073,722
7438,28074,722
7439,28079,655
7441,28082,208
7442,28083,93
7444,28085,725
7445,28089,450
7446,28090,262
7447,28092,401
7448,28093,401
7449,28094,401
7450,28096,333
7451,28097,181
7452,28098,131
7453,28099,499
7454,28102,475
7455,28110,3915
7456,28111,3915
7457,28112,3915
7458,28115,152
7459,28134,378
7460,28135,415
7461,28136,208
7462,28137,603
7463,28139,122
7464,28140,1738
7465,28142,247
7466,28143,108
7467,28144,108
7468,28145,108
7471,28148,507
7473,28163,212
7474,28164,3473
7475,28165,49
7477,28177,694
7478,28178,687
7479,28179,307
7480,28180,309
7481,28192,763
7482,28198,1438
7483,28198,1438
7484,28199,1207
7485,28201,478
7487,28207,3783
7489,28213,5032
7490,28216,390
7491,28225,375
7492,28226,632
7493,28265,1586
7504,28403,1031
7506,28425,588
7507,28427,333
7508,28433,2542
7509,28436,609
7511,28450,145
7512,28454,346
7513,28460,1042
7514,28462,2257
7516,28475,317
7517,28476,208
7518,28479,225
7519,28485,244
7520,28489,374
7521,28503,492
7522,28507,384
7524,28509,1047
7525,28512,607904
7526,28514,515
7527,28515,404
7529,28523,693
7530,28530,142
7531,28531,142
7532,28547,179
7533,28548,4840
7534,28549,674
7535,28550,709
7536,28554,264
7537,28555,264
7538,28556,304
7539,28558,351
7540,28563,111
7541,28564,290
7542,28565,325
7543,28567,1311
7544,28577,192
7546,28581,121
7547,28598,261
7549,28611,490
7550,28635,178
7553,28728,325
7555,28748,1069
7556,28749,1259
7557,28750,122
7558,28753,502
7561,28761,749
7562,28763,122
7563,28765,391
7564,28766,185
7565,28767,391
7568,28770,322
7569,28772,25
7570,28775,257
7571,28776,372
7572,28781,400
7573,28782,185
7574,28785,3099
7575,28788,172
7576,28789,454
7577,28795,254
7578,28804,905
7579,28805,286
7580,28808,1555
7582,28810,502
7584,28818,661
7585,28820,283
7586,28825,505
7587,28826,3863
7589,28830,3477
7590,28833,248
7592,28835,667
7593,28836,307
7594,28837,130
7595,28838,798
7596,28841,132
7597,28842,286
7598,28850,4655
7599,28853,358
7600,28867,167
7601,28882,155
7603,28885,3801
7604,28886,88
7605,28889,6302
7606,28911,1325
7607,28912,836
7608,28917,774
7609,28918,140
7610,28922,320
7611,28923,451
7612,28925,397
7613,28926,397
7614,28927,397
7615,28928,397
7616,28929,397
7617,28930,397
7618,28931,397
7619,28932,397
7620,28933,397
7621,28934,397
7622,28935,397
7623,28936,397
7624,28937,397
7625,28938,397
7626,28939,397
7627,28940,397
7628,28946,265
7629,28952,445
7630,28955,839
7631,28959,392
7632,28960,484
7633,28977,675
7634,28978,77
7635,28979,95
7636,28981,58
7637,28982,58
7638,28983,1130
7639,28984,226
7640,28985,3246
7641,28997,352
7642,28999,2807
7643,29002,261
7644,29003,1190
7645,29014,4180
7646,29016,4261
7647,29024,184
7648,29027,3059
7652,29055,2033
7653,29083,407
7655,29097,459
7656,29098,994
7658,29100,152
7659,29105,2446
7660,29106,291
7661,29112,805
7662,29115,577
7663,29119,258
7664,29121,1089
7665,29123,1174
7667,29135,360
7668,29136,325
7669,29140,676
7670,29145,641
7671,29147,359
7672,29148,655
7673,29152,717
7675,29164,283
7676,29165,754
7680,29175,1121
7681,29186,666
7682,29188,369
7683,29189,369
7684,29190,369
7685,29191,369
7686,29192,369
7688,29194,939
7689,29195,369
7690,29196,369
7691,29197,299
7692,29198,309
7693,29199,792
7694,29205,103
7695,29348,201
7696,29351,847
7697,29354,798
7698,29355,338
7699,29356,301
7700,29357,5039
7701,29358,4169
7703,29360,201
7704,29364,4330
7705,29368,342
7706,29369,342
7707,29371,140
7708,29376,464
7710,29386,98
7711,29391,548
7712,29393,140
7713,29394,756
7715,29418,332
7716,29419,176
7717,29427,497
7718,29428,493
7719,29429,583
7720,29430,736
7721,29431,736
7722,29432,150
7723,29433,150
7724,29434,456
7725,29435,712
7726,29436,68
7728,29450,335
7731,29456,5278
7732,29462,367
7733,29467,502
7734,29476,4022
7735,29518,277
7736,29525,502
7738,29528,166
7739,29529,164
7740,29530,119
7742,29532,331
7743,29533,517
7744,29534,423
7745,29536,161
7746,29538,161
7747,29540,1586
7748,29541,161
7749,29542,161
7750,29543,161
7751,29545,161
7752,29547,161
7753,29548,344
7754,29550,1743
7755,29551,161
7756,29552,4022
7757,29553,161
7758,29554,161
7760,29559,628
7763,29563,1540
7764,29564,368
7765,29565,1068
7766,29567,412
7767,29568,122
7768,29569,882
7769,29570,729
7771,29575,1837
7772,29576,122
7773,29578,502
7774,29579,1837
7775,29580,332
7776,29581,558
7777,29582,770
7778,29583,25
7779,29584,412
7780,29585,717
7781,29586,412
7782,29587,519
7783,29589,344
7784,29599,974
7785,29603,76
7786,29620,1198
7788,29636,340
7789,29642,497
7792,29647,1262
7793,29668,750
7794,29671,728
7795,29676,5267
7797,29684,2737
7798,29704,569
7799,29705,337
7800,29710,966
7802,29713,364
7805,29716,334
7806,29719,413
7807,29720,243
7808,29721,243
7809,29722,243
7810,29723,243
7811,29724,243
7812,29725,243
7813,29726,243
7814,29727,243
7815,29728,243
7816,29729,243
7817,29730,124
7818,29731,413
7819,29732,266
7820,29733,355
7821,29734,355
7822,29736,486
7823,29737,156
7824,30007,1725
7825,30027,155
7826,30028,427
7827,30038,798
7828,30044,680
7829,30049,263
7830,30051,461
7831,30052,5147
7832,30059,485
7833,30061,485
7834,30062,542
7835,30068,506
7837,30071,1263
7838,30072,1091
7839,30073,2703
7840,30074,1110
7841,30075,879
7842,30077,986
7843,30083,462
7845,30105,1535
7846,30158,797
7847,30197,796
7848,30198,263
7849,30200,335
7851,30202,415
7852,30203,256
7853,30204,368
7854,30206,297
7855,30207,391
7856,30215,392
7857,30217,1121
7858,30218,130
7859,30219,394
7860,30220,70
7861,30221,1722
7862,30223,5312
7863,30226,1367
7865,30230,139
7866,30231,468
7867,30232,423
7868,30233,197
7869,30236,161
7870,30237,408
7872,30240,302
7874,30245,287
7875,30247,287
7876,30248,287
7878,30253,323
7881,30256,287
7882,30257,287
7883,30258,439
7885,30261,281
7886,30262,281
7887,30263,25
7888,30265,287
7889,30266,287
7890,30267,287
7891,30268,287
7892,30269,1292
7893,30270,287
7894,30271,287
7895,30273,287
7896,30274,575
7897,30275,287
7898,30276,287
7899,30277,344
7900,30278,287
7901,30279,376
7902,30283,638
7903,30285,527
7904,30286,527
7905,30287,276
7906,30301,224
7907,30302,2975
7911,30315,480
7913,30344,2549
7914,30346,273
7915,30356,763
7916,30359,481
7917,30360,207
7918,30394,340
7919,30395,1470
7920,30402,448
7921,30416,1558
7922,30416,1558
7924,30424,184
7925,30431,410
7926,30432,548
7927,30440,56
7928,30448,1272
7930,30450,326
7931,30452,1239
7932,30453,448
7934,30455,1095
7935,30458,1700
7936,30465,484
7937,30466,448
7938,30472,139
7939,30473,153
7940,30477,139
7941,30484,421
7942,30485,218
7946,30492,250
7947,30493,250
7948,30494,250
7949,30505,21
7950,30507,342
7951,30508,1326
7953,30510,37
7954,30514,572
7955,30520,383
7956,30521,449
7957,30522,169
7958,30525,1778
7959,30526,1795
7960,30527,1778
7961,30528,1778
7962,30529,1795
7963,30530,1795
7964,30532,185
7965,30533,1470
7966,30534,777
7967,30535,1470
7968,30545,893
7969,30552,332
7970,30553,783
7971,30554,2646
7972,30569,5383
7973,30579,1561
7974,30580,1561
7975,30592,2138
7976,30597,642
7977,30598,278
7978,30604,105
7981,30610,568
7982,30611,1638
7983,30614,405
7984,30619,256
7985,30620,798
7986,30622,655
7987,30625,140
7988,30626,140
7989,30627,140
7990,30632,70
7991,30646,457
7993,30659,753
7994,30665,511
7995,30682,999
7996,30683,429
7997,30684,141
7998,30685,56
8001,30696,1517
8002,30697,1288
8003,30722,974
8004,30733,1113
8007,30761,325
8008,30765,354
8009,30781,1570
8010,30784,153
8011,30786,2346
8012,30787,645
8013,30792,459
8014,30799,233
8015,30800,131
8016,30811,168
8017,30823,195
8018,30828,204
8019,30834,554
8020,30856,532
8022,30864,70
8023,30865,297
8024,30866,1515
8025,30873,2158
8026,30879,1012
8027,30883,460
8028,30888,173
8029,30889,417
8030,30890,1028
8031,30891,1019
8032,30892,340
8033,30893,571
8034,30898,147
8035,30899,619
8036,30900,511
8038,30903,341
8039,30906,523
8040,30907,1238
8041,30908,152
8042,30912,502
8043,30925,468
8044,30929,596
8045,30930,405
8046,30931,122
8047,30932,541
8048,30935,1304
8049,30935,1304
8050,30938,256
8051,30939,369
8052,30940,4697
8054,30943,913
8055,30947,25
8056,30948,25
8057,30949,4502
8058,30954,2479
8059,30955,6032
8060,30964,1661
8061,30967,438
8062,30970,452
8063,30971,157
8064,30972,647
8065,30973,3428
8067,30977,276
8068,30980,679
8069,30988,349
8071,31027,1238
8072,31035,1662
8073,31036,284
8074,31038,145
8076,31099,196
8077,31103,364
8078,31128,132
8082,31132,679
8083,31135,91
8084,31141,250
8085,31149,828
8086,31150,828
8087,31151,828
8088,31152,828
8089,31179,513
8090,31180,319
8091,31181,319
8092,31182,322
8093,31183,293
8095,31185,94
8097,31187,444
8099,31189,227
8100,31190,227
8103,31193,227
8104,31194,227
8107,31197,551
8108,31198,757
8109,31199,551
8110,31200,757
8111,31201,551
8112,31202,551
8113,31203,332
8114,31204,332
8115,31205,961
8116,31206,961
8117,31207,961
8118,31208,961
8119,31209,330
8120,31210,330
8121,31211,330
8122,31212,330
8123,31213,362
8124,31214,362
8125,31215,330
8126,31216,330
8127,31217,330
8128,31218,330
8129,31219,134
8130,31220,134
8131,31222,359
8133,31224,485
8135,31226,337
8136,31227,429
8137,31228,582
8138,31236,5008
8139,31237,5394
8140,31238,6221
8141,31239,5454
8142,31240,159
8143,31241,4940
8144,31243,5384
8145,31244,399
8146,31245,124
8147,31246,497
8148,31247,1282
8149,31248,1282
8150,31248,1282
8151,31249,194
8152,31253,429
8153,31254,72
8154,31255,94
8155,31256,189
8156,31257,733
8157,31258,656
8161,31273,232
8162,31285,433
8163,31287,748
8165,31295,247
8166,31296,501
8168,31298,690
8169,31325,4062
8171,31329,172
8172,31330,171
8173,31339,355
8174,31355,318
8175,31357,1905
8176,31378,282
8177,31379,3484
8181,31388,382
8182,31389,845
8183,31404,270
8189,31410,562
8190,31411,284
8192,31413,373
8193,31414,335
8195,31416,538
8196,31417,203
8198,31419,112
8199,31420,709
8205,31426,547
8206,31427,418
8207,31428,372
8208,31429,65
8210,31431,23
8212,31433,349
8213,31438,247
8214,31439,247
8215,31440,205
8216,31441,369
8217,31455,628
8218,31456,638
8219,31457,694
8220,31458,757
8221,31459,757
8222,31467,666
