,Unnamed: 0,distance_subway
19795,73763,798
19796,73765,393
19797,73766,611
19798,73767,798
19799,73768,130
19800,73771,798
19801,73772,272
19802,73773,2910
19803,73777,798
19804,73779,426
19806,73781,798
19807,73784,2910
19808,73785,131
19809,73786,440
19810,73789,348
19811,73791,798
19812,73793,131
19813,73794,440
19814,73795,2910
19817,73803,428
19818,73804,131
19819,73806,2910
19820,73807,1062
19822,73809,1146
19823,73809,1146
19824,73813,72
19825,73817,1062
19826,73819,1146
19827,73819,1146
19828,73824,2910
19831,73829,201
19832,73830,974
19833,73833,1146
19834,73833,1146
19836,73836,2910
19837,73838,201
19838,73839,851
19839,73844,516
19840,73846,2910
19841,73847,540
19842,73850,201
19843,73852,851
19844,73853,382
19845,73854,956
19846,73857,201
19847,73859,498
19848,73860,8
19850,73864,851
19851,73865,201
19852,73872,539
19853,73874,8
19854,73875,244
19855,73877,851
19857,73882,498
19858,73888,851
19861,73896,498
19862,73899,851
19864,73904,304
19865,73908,498
19866,73909,851
19868,73921,516
19869,73922,851
19870,73924,196
19872,73933,851
19873,73934,3270
19874,73936,688
19876,73946,851
19877,73947,516
19878,73948,219
19880,73950,688
19881,73952,396
19882,73955,851
19883,73958,484
19884,73959,3642
19885,73961,688
19886,73963,798
19888,73969,131
19890,73973,3642
19891,73974,201
19893,73984,561
19895,73986,464
19896,73987,1146
19897,73987,1146
19899,73996,201
19900,73997,455
19902,74002,561
19903,74005,1146
19904,74005,1146
19906,74007,688
19907,74009,304
19908,74010,201
19909,74014,561
19911,74017,792
19913,74020,201
19914,74022,367
19915,74025,617
19917,74028,688
19918,74029,201
19919,74030,757
19921,74040,201
19923,74042,2910
19924,74043,201
19926,74047,688
19928,74053,244
19931,74057,201
19932,74058,688
19933,74060,1146
19934,74060,1146
19936,74068,201
19937,74071,272
19938,74073,244
19939,74074,798
19940,74076,478
19941,74077,717
19943,74083,558
19944,74085,498
19945,74088,798
19946,74089,244
19947,74090,717
19950,74096,558
19951,74098,1274
19952,74098,1274
19953,74099,478
19954,74102,244
19955,74104,121
19956,74105,193
19957,74106,628
19959,74109,484
19960,74111,744
19961,74113,558
19962,74115,244
19963,74116,121
19964,74117,856
19965,74119,1162
19967,74127,614
19968,74128,291
19969,74129,558
19970,74131,341
19971,74133,1063
19972,74138,614
19973,74139,484
19975,74141,558
19976,74142,341
19977,74147,438
19978,74150,558
19979,74151,974
19980,74152,341
19981,74155,182
19983,74160,341
19984,74161,438
19985,74164,529
19986,74166,974
19987,74167,798
19988,74168,438
19989,74169,558
19990,74171,440
19991,74172,1231
19993,74175,341
19994,74180,558
19995,74184,614
19997,74189,341
19998,74190,558
19999,74192,438
20000,74193,4211
20002,74204,558
20003,74205,611
20004,74206,682
20005,74209,438
20006,74210,655
20007,74212,464
20008,74214,558
20010,74217,6353
20011,74218,682
20012,74225,438
20013,74226,558
20014,74227,296
20015,74228,244
20017,74234,441
20018,74237,558
20019,74238,438
20020,74240,244
20021,74241,198
20023,74246,3979
20024,74247,558
20025,74248,438
20026,74250,337
20028,74254,317
20029,74256,198
20030,74257,558
20031,74261,614
20033,74265,244
20034,74266,1438
20035,74266,1438
20036,74267,198
20037,74268,558
20038,74270,438
20039,74272,745
20040,74273,244
20041,74275,198
20042,74276,558
20043,74282,244
20044,74288,236
20045,74289,558
20046,74290,438
20047,74292,244
20048,74297,571
20049,74298,688
20050,74303,250
20051,74304,244
20052,74305,5281
20053,74307,438
20054,74308,469
20055,74309,974
20056,74311,101
20057,74316,131
20058,74319,438
20059,74320,244
20060,74321,422
20061,74333,438
20063,74335,244
20064,74338,561
20065,74339,343
20066,74348,438
20067,74351,101
20068,74358,510
20069,74362,688
20070,74363,438
20072,74370,161
20073,74374,438
20074,74376,201
20075,74380,161
20076,74382,201
20077,74383,3711
20078,74384,351
20079,74387,201
20080,74396,58
20081,74397,2829
20082,74399,312
20083,74402,438
20084,74406,201
20085,74410,101
20086,74417,201
20087,74425,438
20091,74437,611
20092,74438,786
20093,74440,685
20094,74446,4042
20096,74450,72
20098,74462,72
20099,74467,611
20100,74471,94
20102,74474,3979
20103,74475,219
20104,74480,611
20105,74482,1407
20106,74483,72
20108,74487,94
20109,74489,3979
20110,74490,241
20111,74491,219
20112,74495,611
20113,74498,94
20114,74500,131
20115,74502,523
20116,74505,131
20117,74507,611
20118,74510,94
20119,74511,523
20120,74513,131
20121,74515,611
20123,74519,94
20124,74520,131
20125,74522,131
20126,74526,611
20127,74529,540
20128,74531,94
20129,74532,1451
20130,74532,1451
20131,74533,131
20132,74536,1062
20133,74538,131
20134,74542,611
20135,74546,94
20136,74549,798
20137,74550,469
20138,74552,131
20139,74553,611
20140,74555,351
20141,74559,851
20142,74561,94
20143,74563,1062
20145,74565,131
20146,74566,611
20147,74569,851
20149,74575,611
20150,74578,94
20151,74579,1062
20152,74583,131
20153,74584,201
20154,74585,851
20155,74586,94
20156,74589,611
20157,74593,1062
20158,74596,3979
20159,74597,611
20160,74598,201
20161,74602,851
20162,74606,1062
20163,74608,94
20164,74610,131
20165,74611,611
20166,74614,851
20167,74617,94
20168,74618,429
20169,74620,1062
20172,74629,94
20173,74633,611
20174,74638,137
20175,74639,131
20176,74642,5778
20177,74646,393
20178,74647,611
20179,74648,523
20180,74650,798
20181,74656,131
20182,74657,3711
20183,74661,676
20184,74662,611
20185,74664,611
20186,74668,515
20187,74672,3711
20188,74673,1438
20189,74673,1438
20190,74674,394
20191,74675,8
20192,74679,515
20193,74684,561
20194,74685,3711
20196,74689,416
20197,74690,611
20199,74699,481
20201,74701,3711
20202,74703,611
20203,74706,256
20204,74707,732
20205,74711,481
20207,74715,389
20208,74721,585
20209,74722,3979
20211,74725,389
20212,74726,94
20213,74728,371
20214,74737,368
20215,74738,3979
20216,74740,1022
20218,74749,244
20219,74750,611
20220,74751,356
20221,74752,3711
20223,74762,1451
20224,74762,1451
20226,74767,3711
20228,74770,1438
20229,74770,1438
20230,74773,735
20231,74775,1451
20232,74775,1451
20234,74779,680
20236,74784,201
20237,74785,956
20238,74786,3711
20239,74789,5778
20240,74791,393
20242,74793,1451
20243,74793,1451
20245,74799,5778
20246,74800,234
20247,74803,536
20248,74804,1451
20249,74804,1451
20250,74806,798
20252,74811,306
20253,74815,3874
20255,74818,627
20256,74819,3711
20257,74822,201
20260,74828,201
20261,74831,3874
20264,74837,5778
20265,74838,201
20266,74840,3874
20267,74843,201
20269,74848,201
20270,74849,376
20271,74851,393
20272,74855,5778
20274,74857,201
20275,74859,201
20276,74861,3874
20278,74867,255
20280,74870,244
20281,74875,685
20283,74877,72
20284,74878,256
20285,74879,201
20286,74880,3874
20288,74884,244
20289,74886,452
20290,74887,72
20291,74891,201
20292,74892,798
20294,74895,396
20295,74898,5778
20296,74899,695
20297,74901,452
20298,74902,201
20299,74907,143
20301,74910,452
20302,74916,3979
20303,74917,2285
20304,74918,452
20306,74925,2311
20308,74930,143
20309,74935,191
20310,74937,336
20312,74942,611
20313,74943,143
20315,74948,255
20316,74954,58
20317,74955,143
20318,74956,611
20319,74961,380
20320,74963,611
20321,74964,5778
20322,74965,1220
20324,74970,561
20325,74971,1793
20326,74971,1793
20327,74976,5778
20328,74977,611
20329,74978,607
20330,74979,518
20331,74983,672
20332,74986,561
20333,74988,335
20334,74990,611
20335,74995,607
20336,74996,143
20338,75000,5778
20339,75001,611
20340,75002,259
20341,75007,143
20342,75008,131
20343,75009,351
20344,75010,607
20345,75012,611
20346,75018,259
20347,75019,5543
20348,75024,131
20349,75026,607
20350,75028,611
20351,75032,249
20352,75033,131
20353,75034,5098
20354,75036,611
20355,75042,4040
20356,75043,607
20357,75047,611
20358,75048,131
20360,75051,1062
20361,75056,3874
20362,75059,443
20363,75061,607
20364,75062,4128
20366,75064,3979
20367,75065,882
20368,75068,611
20369,75073,607
20370,75076,58
20371,75077,201
20372,75078,3979
20374,75081,979
20375,75082,3874
20376,75085,611
20377,75089,607
20378,75092,72
20379,75093,3979
20380,75094,50
20381,75097,611
20382,75098,1207
20383,75100,3874
20384,75101,607
20385,75103,201
20386,75107,3979
20387,75109,397
20388,75110,561
20390,75114,607
20391,75116,201
20392,75117,655
20394,75123,3979
20395,75126,271
20396,75127,561
20397,75128,607
20398,75129,798
20399,75130,1308
20402,75139,607
20403,75140,391
20404,75141,244
20405,75143,244
20407,75148,201
20408,75152,607
20409,75155,717
20410,75156,244
20411,75158,238
20413,75162,201
20414,75164,359
20415,75167,607
20416,75168,717
20417,75171,974
20418,75173,244
20419,75175,607
20420,75178,561
20421,75179,3979
20422,75181,201
20423,75183,244
20425,75187,607
20426,75190,201
20427,75191,607
20429,75193,3711
20432,75199,179
20433,75202,484
20434,75203,5778
20435,75204,607
20436,75205,2805
20438,75209,72
20439,75214,611
20440,75215,607
20441,75216,179
20443,75219,58
20446,75223,561
20447,75228,3711
20448,75230,607
20449,75231,678
20450,75233,201
20451,75235,201
20453,75237,561
20454,75240,3527
20455,75245,607
20456,75246,332
20457,75248,201
20458,75249,72
20459,75250,798
20461,75252,561
20462,75253,3137
20463,75254,477
20464,75257,607
20465,75258,561
20466,75259,289
20467,75261,5778
20468,75262,2448
20469,75267,3008
20470,75268,201
20471,75270,131
20472,75272,5778
20473,75273,607
20474,75274,400
20476,75279,484
20477,75280,2448
20478,75283,201
20479,75285,131
20480,75286,5778
20481,75288,1438
20482,75288,1438
20483,75290,1001
20484,75290,1001
20485,75291,4342
20486,75294,979
20487,75295,201
20488,75296,561
20489,75297,2448
20490,75298,607
20491,75300,3711
20492,75303,131
20493,75304,1438
20494,75304,1438
20495,75305,518
20496,75309,201
20497,75310,303
20498,75311,513
20499,75312,5778
20500,75314,2448
20501,75317,5500
20502,75320,201
20503,75322,201
20504,75324,302
20506,75327,131
20507,75332,2418
20508,75333,178
20509,75334,201
20511,75336,210
20512,75339,244
20513,75341,201
20514,75346,390
20515,75347,604
20517,75353,58
20518,75354,305
20519,75356,201
20520,75357,1520
20521,75357,1520
20523,75361,3270
20524,75362,201
20525,75363,390
20526,75364,131
20527,75367,190
20528,75368,201
20529,75370,3979
20530,75373,561
20531,75374,1520
20532,75374,1520
20535,75381,201
20536,75382,3979
20537,75387,201
20538,75389,78
20539,75393,351
20540,75395,201
20541,75397,540
20542,75402,72
20543,75403,201
20544,75406,3874
20545,75407,201
20546,75409,131
20548,75417,201
20549,75418,201
20550,75419,3874
20551,75424,131
20552,75427,201
20555,75431,5778
20556,75433,201
20557,75434,2925
20558,75439,216
20559,75440,201
20560,75442,2311
20561,75448,131
20562,75449,10
20563,75451,1262
20564,75455,5256
20565,75457,201
20566,75461,202
20567,75463,131
20568,75466,1793
20569,75466,1793
20570,75468,856
20571,75471,201
20572,75472,131
20573,75474,2952
20574,75477,3506
20575,75480,51
20576,75481,72
20577,75483,201
20578,75484,131
20579,75487,3024
20580,75489,3270
20581,75494,72
20582,75495,237
20583,75496,131
20584,75501,201
20585,75504,3270
20586,75506,131
20587,75507,4474
20588,75510,201
20589,75514,72
20590,75516,5526
20591,75517,131
20592,75519,685
20593,75520,3270
20594,75524,201
20595,75529,2952
20597,75532,152
20599,75537,201
20600,75539,5526
20601,75540,3711
20602,75544,2952
20604,75547,148
20605,75552,476
20606,75553,201
20607,75554,201
20609,75563,484
20610,75564,980
20611,75565,3937
20612,75566,201
20613,75567,5201
20614,75568,611
20616,75574,5778
20617,75575,87
20618,75576,611
20619,75577,4058
20620,75581,974
20621,75583,131
20622,75584,4420
20623,75587,5778
20624,75589,3394
20625,75590,87
20626,75593,244
20627,75594,131
20628,75596,4420
20629,75603,5778
20630,75604,3410
20632,75607,136
20633,75610,131
20634,75614,196
20635,75616,17
20636,75621,136
20637,75624,131
20638,75625,3694
20639,75631,17
20640,75632,5291
20642,75637,131
20643,75638,3121
20644,75641,136
20646,75649,798
20648,75659,131
20649,75660,94
20650,75661,798
20651,75662,4362
20652,75664,136
20653,75671,131
20654,75672,136
20655,75673,5251
20657,75677,285
20658,75681,136
20659,75683,2849
20660,75685,131
20661,75688,285
20662,75689,2785
20664,75694,136
20666,75703,94
20667,75706,136
20668,75708,561
20669,75709,3711
20671,75715,655
20672,75717,606
20673,75718,131
20674,75722,561
20675,75723,655
20676,75724,304
20678,75726,3711
20679,75728,166
20680,75732,3470
20681,75733,201
20682,75735,655
20683,75736,513
20684,75737,131
20685,75738,3458
20686,75749,513
20687,75752,131
20689,75756,655
20690,75758,513
20691,75760,201
20692,75766,5821
20694,75773,131
20695,75775,513
20696,75777,4985
20697,75782,343
20698,75788,426
20699,75790,4985
20700,75797,648
20701,75799,707
20702,75801,426
20703,75807,4944
20704,75808,1819
20706,75810,426
20707,75819,4944
20708,75821,798
20709,75823,1819
20710,75827,225
20711,75829,463
20712,75832,798
20713,75833,636
20714,75839,4944
20715,75841,397
20716,75842,312
20717,75845,798
20718,75848,4944
20719,75853,454
20720,75855,798
20721,75860,424
20722,75866,798
20723,75869,4944
20724,75870,798
20726,75873,343
20727,75874,245
20728,75880,279
20729,75883,798
20731,75887,342
20732,75890,343
20733,75892,798
20734,75895,268
20735,75900,446
20736,75902,4944
20738,75907,798
20739,75911,4644
20740,75913,502
20741,75919,798
20742,75920,798
20743,75922,4644
20745,75924,1151
20746,75925,502
20747,75931,798
20748,75932,251
20749,75935,4644
20750,75937,798
20751,75942,502
20752,75946,178
20753,75950,72
20754,75951,502
20755,75952,4644
20756,75962,72
20757,75964,497
20758,75966,751
20759,75967,4595
20760,75969,278
20761,75970,502
20763,75979,4595
20764,75981,72
20765,75985,349
20766,75988,502
20767,75990,224
20768,75992,974
20769,75993,5330
20770,75994,72
20771,75995,201
20772,75999,521
20773,76000,385
20774,76003,502
20775,76007,4595
20776,76009,3711
20777,76011,72
20779,76018,605
20780,76019,717
20781,76020,502
20782,76025,4595
20783,76027,72
20784,76033,502
20785,76037,72
20786,76038,4595
20787,76040,351
20788,76043,140
20789,76048,72
20790,76049,4595
20791,76053,798
20792,76054,72
20793,76056,4595
20794,76060,8
20795,76065,798
20796,76068,4595
20797,76070,72
20798,76076,419
20799,76079,72
20800,76080,4595
20801,76085,408
20802,76086,798
20803,76088,72
20805,76101,465
20806,76102,649
20807,76103,624
20808,76105,624
20809,76107,72
20810,76108,951
20811,76112,4052
20812,76116,524
20813,76118,561
20814,76121,72
20815,76129,798
20816,76131,72
20817,76137,4362
20818,76140,798
20819,76144,72
20820,76151,4654
20821,76152,561
20822,76155,72
20823,76162,4362
20824,76163,798
20825,76165,273
20826,76167,72
20827,76173,4362
20828,76176,72
20829,76182,4362
20830,76183,1253
20831,76185,72
20832,76198,240
20833,76199,179
20834,76204,4362
20835,76209,110
20836,76211,72
20837,76213,94
20838,76214,1276
20839,76215,1093
20840,76220,72
20841,76224,4813
20842,76230,240
20843,76232,385
20844,76235,3778
20845,76236,72
20846,76241,240
20847,76242,72
20848,76246,397
20849,76247,516
20850,76248,232
20851,76249,610
20852,76250,610
20853,76251,610
20854,76252,610
20855,76257,3770
20856,76258,240
20857,76259,72
20858,76262,5456
20859,76266,240
20860,76268,1275
20861,76271,72
20862,76276,403
20863,76277,403
20864,76283,240
20865,76288,72
20866,76295,654
20867,76300,240
20868,76301,72
20869,76312,654
20870,76315,240
20871,76317,1518
20872,76318,72
20873,76331,240
20874,76332,654
20875,76333,2311
20876,76336,170
20877,76343,72
20879,76348,240
20882,76355,201
20883,76360,654
20885,76364,664
20886,76366,58
20888,76379,3711
20889,76381,345
20891,76387,484
20892,76389,581
20893,76393,3711
20894,76395,625
20896,76401,513
20897,76404,484
20898,76406,3711
20900,76412,513
20901,76417,3979
20902,76418,611
20903,76420,3711
20905,76422,513
20906,76430,3711
20907,76431,80
20908,76433,513
20910,76450,513
20911,76451,3711
20914,76464,5307
20915,76470,4846
20917,76482,510
20918,76484,4596
20921,76496,5476
20922,76505,561
20923,76506,284
20924,76511,655
20925,76512,6409
20926,76513,625
20927,76519,94
20928,76522,596
20929,76525,1017
20930,76528,5010
20931,76533,561
20932,76536,466
20933,76540,5010
20934,76543,561
20935,76547,466
20936,76551,5010
20937,76555,524
20938,76562,5010
20939,76564,466
20940,76566,561
20942,76569,471
20943,76574,561
20944,76575,466
20945,76587,561
20946,76589,330
20947,76590,3979
20948,76592,466
20950,76597,84
20951,76600,853
20952,76601,561
20953,76602,1438
20954,76602,1438
20955,76605,466
20956,76609,1438
20957,76609,1438
20958,76611,561
20960,76619,6168
20961,76620,561
20962,76626,305
20963,76630,4096
20964,76631,561
20965,76633,2735
20966,76634,351
20968,76636,351
20969,76637,321
20970,76638,357
20971,76639,351
20972,76645,120
20973,76647,1637
20974,76647,1637
20975,76650,4096
20976,76651,561
20977,76655,1294
20978,76665,4096
20979,76666,561
20981,76669,724
20982,76670,131
20983,76673,483
20984,76674,425
20985,76675,617
20987,76680,529
20989,76685,4096
20990,76697,97
20991,76699,561
20992,76707,4096
20994,76711,899
20995,76714,561
20996,76717,565
20997,76722,4096
20998,76728,561
20999,76730,1182
21000,76731,4141
21001,76734,4795
21002,76735,276
21003,76740,4096
21004,76744,378
21005,76745,365
21006,76746,244
21007,76749,102
21008,76750,296
21009,76751,473
21010,76752,473
21011,76755,382
21012,76756,265
21013,76770,514
21015,76777,18
21016,76785,201
21017,76791,1905
21018,76791,1905
21019,76799,798
21021,76818,751
21022,76826,259
21023,76828,1438
21024,76828,1438
21025,76830,581
21026,76839,1438
21027,76839,1438
21028,76848,1438
21029,76848,1438
21030,76855,241
21031,76859,1438
21032,76859,1438
21033,76860,72
21034,76863,201
21035,76865,261
21036,76869,425
21037,76879,1438
21038,76879,1438
21039,76882,72
21040,76887,131
21041,76889,341
21042,76891,371
21043,76899,5800
21044,76905,274
21045,76908,68
21046,76909,72
21047,76912,488
21048,76917,5475
21049,76926,598
21050,76928,72
21051,76931,230
21052,76933,488
21053,76935,4951
21056,76939,4788
21057,76940,2828
21059,76948,1262
21060,76950,513
21061,76958,201
21062,76966,1263
21063,76971,196
21064,76973,201
21065,76977,131
21066,76980,292
21067,76991,1262
21068,76992,5146
21069,76993,2728
21070,77001,365
21071,77002,655
21072,77009,131
21073,77011,5146
21074,77017,655
21075,77032,655
21076,77034,1438
21077,77034,1438
21078,77043,5146
21079,77045,513
21080,77049,655
21081,77053,1438
21082,77053,1438
21083,77054,389
21084,77058,5146
21085,77067,655
21086,77069,5146
21087,77070,1438
21088,77070,1438
21089,77076,655
21090,77078,5146
21091,77081,337
21092,77087,1438
21093,77087,1438
21094,77088,131
21095,77089,611
21096,77090,5146
21097,77101,1438
21098,77101,1438
21099,77104,1689
21100,77104,1689
21101,77106,307
21102,77111,5146
21103,77112,655
21104,77115,1438
21105,77115,1438
21106,77118,1075
21107,77119,353
21108,77125,5146
21109,77127,389
21110,77129,392
21111,77130,497
21112,77133,1438
21113,77133,1438
21114,77136,5146
21115,77137,591
21116,77143,655
21117,77147,1438
21118,77147,1438
21121,77153,5240
21122,77158,1438
21123,77158,1438
21124,77159,311
21125,77164,655
21126,77165,521
21127,77168,1438
21128,77168,1438
21129,77169,146
21130,77170,145
21131,77172,266
21132,77174,311
21133,77180,1438
21134,77180,1438
21135,77183,2070
21136,77186,492
21137,77192,322
21138,77197,801
21139,77203,1438
21140,77203,1438
21141,77204,6001
21142,77206,185
21143,77209,1103
21144,77210,285
21145,77213,38
21146,77219,629
21147,77220,4021
21148,77221,1438
21149,77221,1438
21150,77232,655
21151,77234,4526
21154,77239,542
21155,77242,1438
21156,77242,1438
21158,77245,2612
21159,77255,344
21160,77258,484
21161,77259,1438
21162,77259,1438
21163,77261,655
21165,77269,484
21166,77272,655
21168,77274,1438
21169,77274,1438
21170,77275,3494
21171,77280,62
21173,77284,344
21174,77287,776
21175,77290,3494
21176,77294,1438
21177,77294,1438
21178,77296,484
21179,77297,484
21180,77299,798
21181,77304,3979
21182,77306,344
21183,77309,433
21184,77311,484
21185,77312,1761
21186,77315,1672
21187,77315,1672
21188,77316,798
21189,77317,352
21190,77319,137
21191,77321,3711
21193,77325,484
21194,77328,1191
21195,77330,408
21196,77331,484
21197,77332,798
21198,77334,1013
21199,77336,3979
21200,77343,922
21201,77346,131
21202,77347,574
21203,77350,3494
21204,77352,228
21205,77355,518
21206,77356,655
21207,77361,3494
21208,77362,1080
21210,77365,389
21213,77381,389
21214,77382,3711
21215,77383,201
21217,77386,1253
21218,77392,658
21220,77406,389
21221,77408,3494
21222,77414,389
21224,77418,3500
21225,77430,824
21226,77431,3494
21227,77432,389
21228,77433,576
21229,77435,576
21230,77436,578
21231,77437,578
21232,77439,578
21233,77440,578
21234,77443,201
21235,77444,346
21236,77445,68
21237,77450,389
21238,77452,314
21239,77453,424
21240,77456,3711
21241,77461,427
21242,77464,58
21243,77465,389
21244,77473,3711
21245,77474,456
21246,77475,567
21248,77483,389
21249,77487,798
21250,77491,3494
21251,77495,389
21252,77499,703
21253,77503,201
21254,77507,3494
21255,77512,389
21256,77513,367
21257,77520,72
21258,77528,389
21259,77530,545
21260,77532,72
21261,77537,429
21262,77539,3494
21263,77540,58
21264,77541,68
21265,77548,72
21267,77556,3494
21268,77559,72
21269,77560,500
21270,77563,341
21271,77564,58
21272,77566,3494
21273,77572,1233
21275,77574,72
21276,77578,126
21278,77580,694
21279,77588,3494
21280,77589,385
21281,77591,58
21282,77593,3612
21283,77598,3494
21284,77601,1215
21285,77605,465
21286,77608,263
21287,77614,58
21288,77615,3494
21289,77619,296
21290,77620,580
21291,77621,497
21293,77626,58
21294,77629,322
21295,77630,3494
21296,77643,3494
21297,77646,799
21298,77667,244
21299,77669,254
21300,77676,3494
21301,77679,458
21303,77682,658
21305,77690,394
21306,77692,3486
21307,77693,2358
21309,77700,131
21310,77704,3494
21311,77718,569
21312,77722,131
21313,77724,3494
21314,77727,569
21315,77728,3711
21316,77737,182
21317,77742,3494
21318,77743,569
21319,77745,230
21320,77747,131
21321,77753,1383
21322,77754,3494
21323,77755,368
21324,77758,288
21325,77764,131
21326,77771,3494
21327,77773,1068
21329,77777,569
21330,77782,3494
21331,77785,131
21332,77787,461
21333,77789,569
21334,77790,3494
21335,77796,5122
21336,77802,201
21337,77803,131
21338,77807,3494
21339,77813,624
21340,77814,291
21341,77818,131
21342,77822,3494
21343,77824,436
21345,77826,427
21346,77827,473
21347,77829,385
21348,77830,201
21351,77841,244
21352,77848,162
21353,77851,676
21354,77857,201
21356,77860,311
21357,77861,162
21358,77868,676
21359,77869,974
21360,77870,2934
21361,77871,891
21362,77881,281
21363,77882,4200
21364,77884,624
21365,77885,201
21366,77886,676
21367,77887,152
21368,77896,691
21369,77897,3979
21370,77899,250
21371,77901,5778
21372,77904,281
21373,77908,549
21374,77910,4644
21375,77916,676
21376,77917,131
21377,77924,4644
21378,77931,201
21379,77933,611
21380,77934,131
21381,77937,4644
21384,77948,685
21385,77950,4644
21386,77952,245
21388,77954,201
21390,77959,131
21391,77963,4644
21394,77974,4644
21395,77978,72
21396,77983,579
21397,77986,4644
21398,77989,131
21399,77996,4644
21400,78000,655
21402,78005,579
21403,78006,4644
21404,78015,579
21405,78018,4644
21406,78021,410
21407,78028,117
21408,78030,4644
21409,78039,593
21410,78045,201
21411,78047,4644
21412,78049,798
21413,78051,41
21414,78056,266
21415,78058,798
21416,78070,324
21417,78071,4644
21418,78075,682
21419,78078,309
21420,78079,446
21422,78081,702
21423,78085,4644
21425,78094,368
21426,78096,72
21427,78097,4644
21429,78104,4644
21430,78109,272
21431,78110,72
21433,78119,72
21435,78126,272
21436,78128,396
21437,78129,4644
21438,78133,72
21440,78140,272
21441,78141,4644
21442,78144,72
21443,78155,272
21444,78157,4644
21445,78162,72
21446,78167,131
21447,78168,72
21448,78169,4644
21449,78175,131
21450,78178,72
21451,78183,4644
21452,78189,87
21453,78190,131
21454,78195,4695
21456,78202,4733
21457,78203,131
21458,78206,917
21460,78214,4898
21461,78217,131
21462,78222,176
21463,78228,4898
21464,78231,422
21465,78233,176
21466,78236,201
21467,78246,4898
21468,78247,131
21469,78249,201
21470,78264,4898
21471,78268,201
21472,78278,131
21473,78296,315
21474,78301,201
21475,78303,4898
21476,78311,856
21477,78312,131
21478,78315,201
21479,78318,182
21480,78328,131
21481,78330,201
21482,78332,72
21483,78333,182
21484,78337,201
21485,78338,182
21486,78345,131
21488,78352,182
21489,78356,394
21490,78359,182
21491,78364,182
21492,78369,484
21493,78371,201
21495,78375,182
21496,78382,611
21498,78388,182
21500,78392,540
21501,78394,514
21502,78401,116
21503,78403,131
21504,78404,514
21505,78405,182
21506,78409,58
21507,78414,356
21508,78417,343
21509,78420,201
21510,78422,646
21511,78423,182
21513,78431,182
21514,78436,798
21515,78437,201
21516,78443,182
21518,78448,201
21519,78454,182
21520,78456,201
21522,78462,792
21523,78464,182
21524,78473,798
21525,78476,72
21526,78478,201
21527,78483,182
21528,78489,798
21529,78494,201
21530,78499,182
21531,78508,3979
21532,78511,201
21533,78514,798
21534,78515,182
21535,78521,201
21536,78522,182
21537,78528,798
21538,78533,201
21539,78535,182
21540,78538,798
21541,78548,182
21542,78551,201
21543,78557,182
21544,78560,58
21545,78562,540
21546,78564,182
21547,78576,182
21548,78577,540
21549,78578,58
21550,78589,540
21551,78590,182
21552,78593,58
21553,78601,208
21554,78602,182
21555,78604,68
21556,78609,58
21557,78611,460
21558,78612,182
21559,78616,1438
21560,78616,1438
21561,78618,58
21562,78622,182
21563,78625,715
21564,78628,58
21565,78635,655
21566,78637,182
21567,78639,58
21568,78644,182
21569,78645,58
21570,78652,58
21571,78657,182
21572,78659,290
21573,78665,58
21574,78667,182
21575,78668,72
21576,78676,58
21577,78677,182
21578,78682,58
21579,78686,1638
21580,78687,182
21581,78694,58
21582,78703,182
21583,78707,58
21584,78712,820
21585,78714,182
21586,78718,305
21587,78719,58
21588,78727,182
21589,78728,624
21590,78735,58
21591,78739,403
21592,78742,624
21593,78744,201
21594,78749,4650
21595,78752,624
21597,78758,58
21598,78760,4439
21599,78763,624
21600,78772,58
21601,78781,798
21602,78787,58
21603,78790,655
21604,78791,798
21606,78799,58
21607,78803,798
21608,78804,3411
21609,78812,58
21610,78815,4385
21611,78822,798
21612,78828,58
21613,78834,798
21614,78837,1936
21615,78837,1936
21616,78841,131
21617,78843,798
21618,78852,244
21619,78855,1936
21620,78855,1936
21621,78861,167
21622,78867,1438
21623,78867,1438
21624,78870,68
21625,78872,570
21626,78873,3979
21627,78877,798
21628,78879,611
21629,78880,570
21630,78881,798
21631,78885,201
21632,78890,231
21633,78891,516
21634,78893,798
21635,78896,68
21636,78897,2832
21637,78900,231
21638,78906,261
21639,78908,3644
21640,78910,274
21642,78914,68
21643,78916,1347
21644,78919,3644
21645,78921,274
21646,78923,131
21647,78927,1835
21648,78931,3644
21649,78932,68
21650,78933,274
21651,78935,131
21652,78941,131
21653,78945,274
21654,78946,3644
21655,78947,386
21656,78948,68
21657,78952,3644
21658,78953,131
21659,78954,274
21660,78963,131
21661,78964,274
21662,78965,6120
21663,78972,68
21664,78976,131
21665,78978,4513
21666,78982,274
21667,78986,5365
21668,78988,68
21669,78989,131
21670,78991,3979
21671,78995,274
21672,79002,131
21673,79003,5365
21674,79012,68
21675,79013,5365
21676,79015,131
21677,79016,1062
21678,79017,798
21679,79018,3979
21680,79023,274
21682,79029,392
21683,79030,5778
21684,79037,561
21685,79044,5778
21686,79045,1203
21687,79046,431
21690,79055,5778
21691,79057,131
21692,79064,5778
21693,79067,596
21694,79069,131
21695,79070,392
21696,79071,5058
21697,79074,717
21698,79077,5778
21699,79079,798
21700,79080,1033
21701,79082,392
21703,79090,241
21704,79093,553
21705,79098,5778
21706,79100,484
21707,79101,72
21708,79106,611
21709,79107,515
21710,79116,87
21711,79118,1438
21712,79118,1438
21713,79120,2952
21714,79127,417
21715,79129,3711
21717,79131,798
